race_id,race_name,horse_no,gate_no,horse_name,jockey_name,rank_in_race,signal,印,mark,recommendation,ability_score,win_prob,top3_prob,win_ev,win_odds
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,11,8,リカントロボ,田口,2,対抗,対抗,対抗,対抗,45.08393878755086,0.12541969393775432,0.39330105070565097,0.8904798269580556,7.1
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,7,6,サクラオーラ,西村淳,3,穴,穴,穴,穴,42.144824284037085,0.11072412142018541,0.3392515242440068,2.1148307191255413,19.1
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,1,1,ホウオウトランプ,松山,4,連下,連下,連下,連下,41.42827395101612,0.1071413697550806,0.3350501381380611,0.43927961599583043,4.1
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,10,8,リアライズ,角田和,5,連下,連下,連下,連下,40.89147142085318,0.10445735710426587,0.33854016350829536,1.0236820996218057,9.8
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,8,7,アスクエピソード,国分優,6,様子見,様子見,様子見,様子見,40.06843507230488,0.10034217536152439,0.301325147986804,9.091001087754108,90.6
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,5,5,オリバナム,団野,7,様子見,様子見,様子見,様子見,37.5815551247192,0.08790777562359599,0.27358730704436485,0.527446653741576,6.0
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,9,7,ショウナンバルドル,△田山,8,様子見,様子見,様子見,様子見,35.168109851381466,0.07584054925690734,0.168782029279847,1.4485544908069303,19.1
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,6,6,クスクス,酒井,9,様子見,様子見,様子見,様子見,34.632229763811814,0.07316114881905907,0.13155903394152235,0.9657271644115796,13.2
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,3,3,オデット,吉村,10,様子見,様子見,様子見,様子見,34.56612775857229,0.07283063879286146,0.1513469681911224,6.0522260836867865,83.1
20260425_KYOTO_12,4歳以上2勝クラス 【波乱B:ヒモ荒れ】,4,4,ユメハハテシナク,幸,11,様子見,様子見,様子見,様子見,22.94545933783391,0.01472729668916954,0.08730516712226094,0.9322378804244318,63.3
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,12,7,エリカビアリッツ,レーン,1,軸,軸,軸,軸,42.7113324583142,0.113556662291571,0.6408623920604853,0.2838916557289275,2.5
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,10,6,アッシュグレイス,◇永島,2,対抗,対抗,対抗,対抗,40.38214600902255,0.10191073004511274,0.39593312168951394,6.868783205040599,67.4
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,4,3,ソフィアブルーマ,△長浜,3,穴,穴,穴,穴,40.240268537357714,0.10120134268678857,0.43073012908651936,11.840557094354264,117.0
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,7,5,ハピネスドリーム,戸崎圭,4,連下,連下,連下,連下,40.15310525642425,0.10076552628212124,0.4041861299690563,0.7557414471159093,7.5
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,6,4,パターショコラ,岩田康,5,連下,連下,連下,連下,40.15310525642425,0.10076552628212124,0.4053446031040967,0.46352142089775766,4.6
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,3,3,イサチルニャーニャ,中井,6,様子見,様子見,様子見,様子見,40.10511380543053,0.10052556902715264,0.42945572172032953,24.819762992803987,246.9
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,2,2,ロンドンブライド,吉田豊,7,様子見,様子見,様子見,様子見,38.99929563469546,0.0949964781734773,0.383457230738329,3.1538830753594467,33.2
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,1,1,アルペンローゼ,北村友,8,様子見,様子見,様子見,様子見,38.71553308791305,0.09357766543956525,0.3380208814298277,1.3849494485055658,14.8
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,13,8,リケアマカロニ,横山和,9,様子見,様子見,様子見,様子見,35.802367109945465,0.07901183554972734,0.38169798257625603,0.6083911337329005,7.7
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,8,5,サーロー,佐々木,10,様子見,様子見,様子見,様子見,30.194598246085636,0.05097299123042818,0.1634580574531889,1.9165844702640995,37.6
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,5,4,アンチェーン,ディー,11,様子見,様子見,様子見,様子見,26.108692667028087,0.030543463335140447,0.1022994016561874,0.16493470200975843,5.4
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,11,7,ローズライズ,★谷原,12,様子見,様子見,様子見,様子見,22.80872686096874,0.014043634304843709,0.10068654910695049,2.2568120327883836,160.7
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,14,8,ダイユウアドバンス,▲佐藤,13,様子見,様子見,様子見,様子見,22.327214176381823,0.011636070881909105,0.09973271154362809,0.8017252837635374,68.9
20260425_TOKYO_01,3歳未勝利 【見送りC:大混戦】,9,6,ロット,柴田大,14,様子見,様子見,様子見,様子見,21.298500894008242,0.006492504470041203,0.0283798086127912,0.7765035346169278,119.6
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,13,7,ココラッシー,レーン,1,軸,軸,軸,軸,38.24230324582017,0.09121151622910086,0.5033456609825647,0.4469364295225942,4.9
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,11,6,マカホウ,矢野貴,2,対抗,対抗,対抗,対抗,37.069155512670804,0.085345777563354,0.39330105070565097,3.5077114578538495,41.1
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,4,2,カフェシューター,田辺,3,穴,穴,穴,穴,36.95033933764588,0.08475169668822939,0.43073012908651936,0.44070882277879286,5.2
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,14,7,ラッキーモア,坂井,4,連下,連下,連下,連下,36.83807858889574,0.08419039294447868,0.40507625054452134,0.698780261439173,8.3
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,3,2,ミュートーマス,▲佐藤,5,連下,連下,連下,連下,36.83715316301455,0.08418576581507274,0.42945572172032953,19.034401650787945,226.1
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,5,3,ヘイスティハート,津村,6,様子見,様子見,様子見,様子見,35.96774712530009,0.07983873562650046,0.38947473432555263,0.3991936781325023,5.0
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,6,3,カラクリスピリッツ,岩田康,7,様子見,様子見,様子見,様子見,35.69788136241488,0.07848940681207442,0.32080039012350126,3.814585171066817,48.6
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,2,1,ウェスケンジントン,中井,8,様子見,様子見,様子見,様子見,35.16313715498227,0.07581568577491136,0.31260052738504396,0.6823411719742023,9.0
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,16,8,ライカ,大野,9,様子見,様子見,様子見,様子見,34.634873180111285,0.07317436590055641,0.32656863894479193,0.6366169833348407,8.7
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,9,5,マスターストーン,横山和,10,様子見,様子見,様子見,様子見,32.41847985599508,0.06209239927997541,0.126054993076607,0.5215761539517935,8.4
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,15,8,サリーアン,横山武,11,様子見,様子見,様子見,様子見,29.57693213590325,0.047884660679516244,0.19342270526614544,1.0678279331532123,22.3
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,12,6,コパノミラノ,柴田大,12,様子見,様子見,様子見,様子見,28.94368668617799,0.044718433430889964,0.180791021944601,1.596448073482772,35.7
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,1,1,レッドジェルブロワ,ディー,13,様子見,様子見,様子見,様子見,28.065814395559475,0.04032907197779737,0.14718153840210366,1.427649148014027,35.4
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,7,4,コロッセウム,石橋脩,14,様子見,様子見,様子見,様子見,27.968809652055363,0.03984404826027682,0.14458112616511973,2.143609796402893,53.8
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,8,4,グリュック,△長浜,15,様子見,様子見,様子見,様子見,23.6572522900494,0.018286261450247,0.09490105728749254,2.68442318089626,146.8
20260425_TOKYO_02,3歳未勝利 【見送りC:大混戦】,10,5,ニシノバリキング,原田和,16,様子見,様子見,様子見,様子見,21.96835631340378,0.009841781567018903,0.05435155505988857,1.2282543395639591,124.8
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,8,6,モメンタムシフト,小林脩,1,軸,軸,軸,軸,46.21431080666039,0.13107155403330195,0.3961626569309051,15.178085957056366,115.8
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,4,4,コスモラムパック,木幡巧,2,対抗,対抗,対抗,対抗,46.03808602692237,0.13019043013461185,0.43073012908651936,1.5102089895614974,11.6
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,6,5,アイアムジャイアン,△長浜,3,穴,穴,穴,穴,45.92595485617503,0.12962977428087516,0.4053446031040967,0.37592634541453795,2.9
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,3,3,ウインエンブレム,▲佐藤,4,連下,連下,連下,連下,45.86421627166837,0.12932108135834183,0.42945572172032953,5.340960660099517,41.3
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,11,7,モデレートゲイル,吉田豊,5,連下,連下,連下,連下,42.12383755121252,0.1106191877560626,0.28998857613040957,0.2876098881657628,2.6
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,1,1,ウェイヴムーン,池添,6,様子見,様子見,様子見,様子見,40.11745069276432,0.10058725346382162,0.26819803786562857,1.0662248867165092,10.6
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,5,4,キタイノホシ,石橋脩,7,様子見,様子見,様子見,様子見,31.80725492786194,0.059036274639309695,0.13915844373597192,2.7628976531196936,46.8
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,9,6,テンレディーゴー,佐々木,8,様子見,様子見,様子見,様子見,31.079288347204724,0.05539644173602362,0.13125838191871353,1.3627524667061812,24.6
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,2,2,オーキッドワン,柴田大,9,様子見,様子見,様子見,様子見,28.57447897108728,0.04287239485543642,0.07586470078632797,3.9056751713302575,91.1
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,10,7,チャリティチャリス,◇永島,10,様子見,様子見,様子見,様子見,27.901184606643927,0.039505923033219634,0.14946832390970452,2.4098613050263977,61.0
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,7,5,ネイティヴプライド,ディー,11,様子見,様子見,様子見,様子見,26.37922369215278,0.03189611846076391,0.14369516321173206,0.39870148075954887,12.5
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,13,8,グランフィエスタ,矢野貴,12,様子見,様子見,様子見,様子見,23.99075814158827,0.01995379070794135,0.21564051066896092,0.9517958167688024,47.7
20260425_TOKYO_03,3歳未勝利 【波乱B:ヒモ荒れ】,12,8,アーティキュレート,岩田康,13,様子見,様子見,様子見,様子見,23.983955108058055,0.01991977554029028,0.16798714239521767,0.1713100696464964,8.6
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,12,7,シニャンガ,ルメール,1,軸,軸,軸,軸,41.628297332703085,0.10814148666351543,0.6722759750104284,0.16221222999527316,1.5
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,8,5,インサラータ,池添,2,対抗,対抗,対抗,対抗,38.10135632861988,0.0905067816430994,0.3961626569309051,7.077630324490373,78.2
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,6,4,ミライヘノティアラ,北村宏,3,穴,穴,穴,穴,37.9022424229479,0.0895112121147395,0.4053446031040967,2.246731424079962,25.1
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,2,2,ベカリーナ,田辺,4,連下,連下,連下,連下,37.876037357807164,0.08938018678903581,0.42874884705810906,3.0121122947905072,33.7
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,15,8,ルージュラベル,三浦,5,連下,連下,連下,連下,37.860592671396674,0.08930296335698336,0.4001847873984111,0.5715389654846935,6.4
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,7,4,アンジェラス,津村,6,様子見,様子見,様子見,様子見,37.85434854971278,0.08927174274856389,0.45380169327805153,2.8120598965797625,31.5
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,1,1,カンティーナ,大野,7,様子見,様子見,様子見,様子見,37.37883323746128,0.08689416618730642,0.4231213277650176,1.5467161581340543,17.8
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,5,3,フレキシブル,岩田康,8,様子見,様子見,様子見,様子見,36.12628626471425,0.08063143132357127,0.36042280623333156,2.7253423787367086,33.8
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,10,6,ビップジョワ,横山武,9,様子見,様子見,様子見,様子見,35.518107325629344,0.07759053662814672,0.23439200009017072,1.699232752156413,21.9
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,13,7,ピースフルマインド,戸崎圭,10,様子見,様子見,様子見,様子見,33.79934233159611,0.06899671165798056,0.25280191132854585,0.5105756662690561,7.4
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,9,5,アルケミラモリス,吉田豊,11,様子見,様子見,様子見,様子見,31.02030366197618,0.055101518309880894,0.28115903114569946,4.5513854123961615,82.6
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,3,2,ビオトープ,矢野貴,12,様子見,様子見,様子見,様子見,26.88492354747597,0.03442461773737986,0.09347588109586231,6.760994923621405,196.4
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,11,6,シラカワゴウ,原田和,13,様子見,様子見,様子見,様子見,24.3184340467944,0.021592170233972013,0.05348736601848698,5.203713026387255,241.0
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,14,8,ミスデルマー,◇永島,14,様子見,様子見,様子見,様子見,22.50266371342662,0.012513318567133107,0.17000705093238463,5.641004010063605,450.8
20260425_TOKYO_04,3歳未勝利 【見送りC:大混戦】,4,3,カフェオリーブ,△長浜,15,様子見,様子見,様子見,様子見,21.228231207738364,0.0061411560386918215,0.031659013840530645,2.086764821947481,339.8
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,6,3,グランマエストロ,ルメール,1,軸,軸,軸,軸,35.5992522566024,0.077996261283012,0.7535562563757475,0.1871910270792288,2.4
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,3,2,リラ,佐々木,2,対抗,対抗,対抗,対抗,33.460013129175074,0.06730006564587537,0.37844664734058947,0.44418043326277745,6.6
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,14,7,ミスティユニバンス,ディー,3,穴,穴,穴,穴,33.39325373382356,0.06696626866911781,0.41320434639668435,1.0848535524397085,16.2
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,11,6,ダノンケリー,横山武,4,連下,連下,連下,連下,33.138701090424725,0.06569350545212363,0.39330105070565097,0.3744529810771047,5.7
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,4,2,スターリットフレア,杉原,5,連下,連下,連下,連下,33.047244298247676,0.0652362214912384,0.43073012908651936,1.0503031660089381,16.1
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,7,4,ベリバジャ,矢野貴,6,様子見,様子見,様子見,様子見,32.991057266041224,0.06495528633020614,0.4041861299690563,6.709881077910294,103.3
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,1,1,シエラモレーナ,木幡巧,7,様子見,様子見,様子見,様子見,32.68585070000648,0.06342925350003241,0.39590694734423604,13.370886637806832,210.8
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,17,8,アドマイヤパープル,津村,8,様子見,様子見,様子見,様子見,32.42682156967108,0.062134107848355366,0.36167826870763453,1.4974319991453644,24.1
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,5,3,ルージュアストレア,戸崎圭,9,様子見,様子見,様子見,様子見,32.41402115454176,0.06207010577270877,0.4074445212541118,0.6641501317679839,10.7
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,12,6,ニシノマーレ,▲佐藤,10,様子見,様子見,様子見,様子見,32.36749540428561,0.061837477021428056,0.38880966930033206,1.106890838683562,17.9
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,9,5,アリアス,三浦,11,様子見,様子見,様子見,様子見,31.522860482217382,0.057614302411086914,0.26832177440095856,0.8354073849607603,14.5
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,2,1,カズノダイジョウ,横山典,12,様子見,様子見,様子見,様子見,31.460686966354277,0.05730343483177139,0.32536460538743817,1.5529230839410046,27.1
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,15,8,ジュニートワン,岩田康,13,様子見,様子見,様子見,様子見,30.434819517016088,0.05217409758508044,0.25764638449872657,1.6904407617566062,32.4
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,13,7,ジューンレトリバー,横山和,14,様子見,様子見,様子見,様子見,29.947311750057203,0.04973655875028602,0.2692868156577701,1.9596204147612692,39.4
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,16,8,ジーティートゥーリ,◇永島,15,様子見,様子見,様子見,様子見,27.10152939719546,0.035507646985977304,0.22471887251141986,4.5804864611910725,129.0
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,10,5,ノブピースオブラブ,田辺,16,様子見,様子見,様子見,様子見,26.85850095758243,0.03429250478791215,0.08750084724890964,5.929174077830011,172.9
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,18,8,アルマサーガ,△長浜,17,様子見,様子見,様子見,様子見,26.3843884233374,0.03192194211668698,0.15410708936296305,14.942661104821177,468.1
20260425_TOKYO_05,3歳未勝利 【見送りC:大混戦】,8,4,ハネマン,原田和,18,様子見,様子見,様子見,様子見,24.766191903420165,0.02383095951710082,0.09169262486814744,5.998252510454276,251.7
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,8,4,ザーフィル,レーン,1,軸,軸,軸,軸,38.788259494837504,0.09394129747418754,0.5042032082097012,0.25364150318030637,2.7
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,10,5,ビービークローサー,坂井,2,対抗,対抗,対抗,対抗,37.91311322983593,0.08956556614917963,0.4736836668382483,0.2149573587580311,2.4
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,9,5,フクシマプリルハム,田辺,3,穴,穴,穴,穴,37.5423018578754,0.08771150928937699,0.39593312168951394,3.938246767093027,44.9
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,12,6,シビックアスコット,岩田康,4,連下,連下,連下,連下,37.5285813485105,0.0876429067425525,0.4022647956089932,12.664400024298835,144.5
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,3,2,ヴォーカライズ,矢野貴,5,連下,連下,連下,連下,36.33686955300048,0.08168434776500241,0.36507142549825783,0.5146113909195151,6.3
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,5,3,ステラデルークス,横山武,6,様子見,様子見,様子見,様子見,35.993046706867744,0.07996523353433871,0.38726414492369143,1.5113429137990015,18.9
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,16,8,テイクオンミー,津村,7,様子見,様子見,様子見,様子見,35.30317888287989,0.07651589441439946,0.27086441419727586,3.848749489044293,50.3
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,13,7,リアライズタキオン,ディー,8,様子見,様子見,様子見,様子見,34.952825719770594,0.07476412859885297,0.3590958805989914,2.4746926566220333,33.1
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,2,1,ホウオウルクソール,横山和,9,様子見,様子見,様子見,様子見,34.80903758940887,0.07404518794704433,0.34944115809664417,1.9918155557754924,26.9
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,11,6,タケルムサシ,佐々木,10,様子見,様子見,様子見,様子見,30.23095568123705,0.05115477840618525,0.2267902229176487,2.2405792941909137,43.8
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,6,3,キーンセンス,北村友,11,様子見,様子見,様子見,様子見,29.2395454206776,0.04619772710338801,0.1642926558724485,1.8617684022665366,40.3
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,7,4,ジーティーブラック,三浦,12,様子見,様子見,様子見,様子見,28.911234315852955,0.044556171579264774,0.273943746498828,1.8847260578028997,42.3
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,14,7,サマーマッドネス,武豊,13,様子見,様子見,様子見,様子見,28.215809888232556,0.04107904944116279,0.17114304660972185,1.1091343349113953,27.0
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,4,2,タイセイエキサイト,△長浜,14,様子見,様子見,様子見,様子見,26.053718504472624,0.03026859252236312,0.10681523611301452,18.03705428407618,595.9
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,15,8,ヴェネチアンキング,大野,15,様子見,様子見,様子見,様子見,25.287223583029977,0.026436117915149892,0.1752026548300948,4.087023829682173,154.6
20260425_TOKYO_06,3歳1勝クラス 【見送りC:大混戦】,1,1,セントゴーデンス,木幡巧,16,様子見,様子見,様子見,様子見,22.89429822351034,0.014471491117551697,0.06767741927777299,1.7626276181177967,121.8
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,7,4,キャットテイル,ルメール,1,軸,軸,軸,軸,38.30030138461122,0.0915015069230561,0.4113235172545296,0.38430632907683565,4.2
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,8,4,マオノクラッシュ,△長浜,2,対抗,対抗,対抗,対抗,37.220209393943755,0.08610104696971876,0.4300813997262167,1.9114432427277566,22.2
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,16,8,クラリネットソナタ,レーン,3,穴,穴,穴,穴,36.79295939972633,0.08396479699863164,0.46868755203084045,0.2602908706957581,3.1
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,13,7,ハネル,江田照,4,連下,連下,連下,連下,36.55908622097965,0.08279543110489827,0.4022647956089932,8.710079352235299,105.2
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,3,2,ピラニアキッス,横山和,5,連下,連下,連下,連下,36.17895180759372,0.08089475903796858,0.5810352054445617,1.3994793313568565,17.3
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,14,7,パッションディーバ,津村,6,様子見,様子見,様子見,様子見,35.01152433639893,0.07505762168199465,0.31495396925747826,3.602765840735743,48.0
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,9,5,エイミームーン,佐々木,7,様子見,様子見,様子見,様子見,34.63186343649048,0.0731593171824524,0.30805060462060424,1.8509307247160458,25.3
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,5,3,メルシージュテーム,横山武,8,様子見,様子見,様子見,様子見,34.30492780946236,0.07152463904731181,0.3095846055387413,1.1300892969475267,15.8
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,4,2,コルヴィル,木幡巧,9,様子見,様子見,様子見,様子見,32.83288187085361,0.06416440935426808,0.338030218558337,1.1870415730539594,18.5
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,6,3,ブルージュ,岩田康,10,様子見,様子見,様子見,様子見,32.2316334714896,0.06115816735744801,0.2663978185528195,0.6360449405174593,10.4
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,2,1,レインボーラッキー,北村友,11,様子見,様子見,様子見,様子見,31.730762441121414,0.058653812205607066,0.15631761682039091,3.214228908867267,54.8
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,10,5,ケープウィッカム,三浦,12,様子見,様子見,様子見,様子見,30.182618595243135,0.050913092976215685,0.2261890739383045,0.44294390889307644,8.7
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,15,8,ベリーベリーベリー,▲佐藤,13,様子見,様子見,様子見,様子見,28.33551237480718,0.04167756187403591,0.17226502911243205,5.001307424884309,120.0
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,12,6,ミサビスケッツ,ディー,14,様子見,様子見,様子見,様子見,26.936464352784174,0.03468232176392087,0.17915997886183652,0.4092513968142663,11.8
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,1,1,ザローズハーツ,矢野貴,15,様子見,様子見,様子見,様子見,25.90733651559116,0.029536682577955806,0.1287887449001578,0.8329344486983538,28.2
20260425_TOKYO_07,4歳以上1勝クラス 【見送りC:大混戦】,11,6,ラルガメンテ,坂井,16,様子見,様子見,様子見,様子見,22.842966588903288,0.014214832944516441,0.07686988561554099,0.3297841243127814,23.2
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,1,1,アセンブリールーム,戸崎圭,1,軸,軸,軸,軸,52.208429583051554,0.16104214791525776,0.5219829916890077,0.3381885106220413,2.1
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,3,3,スタニングヴュー,▲佐藤,2,対抗,対抗,対抗,対抗,49.60315432638441,0.1480157716319221,0.4093584287176043,5.254559892933234,35.5
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,8,8,ナクライト,横山和,3,穴,穴,穴,穴,49.27719187122281,0.14638595935611406,0.42884224531444315,0.7465683927161817,5.1
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,6,6,ツインピークス,佐々木,4,連下,連下,連下,連下,46.41331406943014,0.13206657034715072,0.24120796312368697,1.3734923316103675,10.4
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,4,4,トロピカルティー,津村,5,連下,連下,連下,連下,45.19376720326076,0.1259688360163038,0.31873307851618976,0.6424410636831493,5.1
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,7,7,ソニックライン,岩田康,6,様子見,様子見,様子見,様子見,44.3673967182079,0.12183698359103949,0.2863245971030206,0.8163077900599646,6.7
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,2,2,チャイボーグ,△長浜,7,様子見,様子見,様子見,様子見,42.06446841321305,0.11032234206606527,0.309983432033175,13.172487642688194,119.4
20260425_TOKYO_08,4歳以上1勝クラス 【波乱B:ヒモ荒れ】,5,5,アトリウムチャペル,横山典,8,様子見,様子見,様子見,様子見,30.872277815229356,0.054361389076146786,0.09566780517138414,0.6088475576528439,11.2
20260425_TOKYO_09,石和特別 【波乱B:ヒモ荒れ】,6,6,ダノンミッション,レーン,1,軸,軸,軸,軸,50.23828263799495,0.15119141318997475,0.5202779311421125,0.287263685060952,1.9
20260425_TOKYO_09,石和特別 【波乱B:ヒモ荒れ】,4,4,レベルスルール,横山武,2,対抗,対抗,対抗,対抗,48.26271369482279,0.14131356847411397,0.5132935140341834,0.7630932697602155,5.4
20260425_TOKYO_09,石和特別 【波乱B:ヒモ荒れ】,9,8,ノビリシマビジョン,ルメール,3,穴,穴,穴,穴,47.011820994612414,0.13505910497306206,0.5371594527838306,0.7563309878491475,5.6
20260425_TOKYO_09,石和特別 【波乱B:ヒモ荒れ】,7,7,ビーオンザカバー,戸崎圭,4,連下,連下,連下,連下,45.58152764537748,0.1279076382268874,0.45824195158547,0.5244213167302383,4.1
