race_id,bet_type,rank,numbers,name1,name2,mark1,mark2,prob
20260503_TOKYO_05,ワイド,5,7-10,ルミナスレイナ,オープンザパンドラ,△,◎,18.41
20260503_TOKYO_05,ワイド,6,10-11,オープンザパンドラ,アラムベイ,◎,×,12.76
20260503_TOKYO_05,ワイド,7,9-15,ラインクインビー,キョンチャン,▲,×,11.55
20260503_TOKYO_05,ワイド,8,5-10,ラヴィニアパーク,オープンザパンドラ,×,◎,11.43
20260503_TOKYO_05,ワイド,9,6-9,ユマハム,ラインクインビー,×,▲,11.01
20260503_TOKYO_05,ワイド,10,10-12,オープンザパンドラ,キタノタイキ,◎,×,10.82
20260503_TOKYO_06,馬連,1,14-15,フルミネブル,チームユートピア,○,◎,19.73
20260503_TOKYO_06,馬連,2,2-15,ワンモメンタム,チームユートピア,×,◎,15.78
20260503_TOKYO_06,馬連,3,8-15,トヨサカエ,チームユートピア,×,◎,6.39
20260503_TOKYO_06,馬連,4,11-15,ベルゼビュート (新馬),チームユートピア,×,◎,6.28
20260503_TOKYO_06,馬連,5,7-15,リフレックス,チームユートピア,×,◎,3.8
20260503_TOKYO_06,馬連,6,15-16,チームユートピア,アグネスクレスト,◎,×,3.46
20260503_TOKYO_06,馬連,7,12-15,ゴディアンフィンチ,チームユートピア,▲,◎,3.34
20260503_TOKYO_06,馬連,8,2-14,ワンモメンタム,フルミネブル,×,○,3.17
20260503_TOKYO_06,馬連,9,3-15,アースインハマー,チームユートピア,△,◎,3.11
20260503_TOKYO_06,馬連,10,9-15,グラティアム,チームユートピア,△,◎,2.99
20260503_TOKYO_06,ワイド,1,14-15,フルミネブル,チームユートピア,○,◎,49.33
20260503_TOKYO_06,ワイド,2,2-15,ワンモメンタム,チームユートピア,×,◎,39.45
20260503_TOKYO_06,ワイド,3,12-15,ゴディアンフィンチ,チームユートピア,▲,◎,17.76
20260503_TOKYO_06,ワイド,4,8-15,トヨサカエ,チームユートピア,×,◎,15.97
20260503_TOKYO_06,ワイド,5,11-15,ベルゼビュート (新馬),チームユートピア,×,◎,15.7
20260503_TOKYO_06,ワイド,6,9-15,グラティアム,チームユートピア,△,◎,14.86
20260503_TOKYO_06,ワイド,7,12-14,ゴディアンフィンチ,フルミネブル,▲,○,14.85
20260503_TOKYO_06,ワイド,8,3-15,アースインハマー,チームユートピア,△,◎,13.77
20260503_TOKYO_06,ワイド,9,9-14,グラティアム,フルミネブル,△,○,12.43
20260503_TOKYO_06,ワイド,10,10-15,ユキノグラス,チームユートピア,×,◎,12.33
20260503_TOKYO_07,馬連,1,9-14,コーシューパンジャ,ビービーバザーク,▲,△,9.82
20260503_TOKYO_07,馬連,2,11-14,マテンロウノカゼ,ビービーバザーク,×,△,7.31
20260503_TOKYO_07,馬連,3,7-14,スクレイピング,ビービーバザーク,×,△,7.17
20260503_TOKYO_07,馬連,4,9-11,コーシューパンジャ,マテンロウノカゼ,▲,×,6.53
20260503_TOKYO_07,馬連,5,7-9,スクレイピング,コーシューパンジャ,×,▲,6.4
20260503_TOKYO_07,馬連,6,7-11,スクレイピング,マテンロウノカゼ,×,×,4.76
20260503_TOKYO_07,馬連,7,6-14,カルフ,ビービーバザーク,×,△,3.52
20260503_TOKYO_07,馬連,8,6-9,カルフ,コーシューパンジャ,×,▲,3.14
20260503_TOKYO_07,馬連,9,12-14,ミスティマウンテン,ビービーバザーク,△,△,2.61
20260503_TOKYO_07,馬連,10,6-11,カルフ,マテンロウノカゼ,×,×,2.33
20260503_TOKYO_07,ワイド,1,3-13,ディープキング,ボーヌロマネ,○,◎,60.67
20260503_TOKYO_07,ワイド,2,9-13,コーシューパンジャ,ボーヌロマネ,▲,◎,27.7
20260503_TOKYO_07,ワイド,3,9-14,コーシューパンジャ,ビービーバザーク,▲,△,24.56
20260503_TOKYO_07,ワイド,4,3-9,ディープキング,コーシューパンジャ,○,▲,19.77
20260503_TOKYO_07,ワイド,5,11-14,マテンロウノカゼ,ビービーバザーク,×,△,18.27
20260503_TOKYO_07,ワイド,6,7-14,スクレイピング,ビービーバザーク,×,△,17.92
20260503_TOKYO_07,ワイド,7,9-11,コーシューパンジャ,マテンロウノカゼ,▲,×,16.32
20260503_TOKYO_07,ワイド,8,7-9,スクレイピング,コーシューパンジャ,×,▲,16.01
20260503_TOKYO_07,ワイド,9,13-14,ボーヌロマネ,ビービーバザーク,◎,△,14.97
20260503_TOKYO_07,ワイド,10,12-13,ミスティマウンテン,ボーヌロマネ,△,◎,12.6
20260503_TOKYO_08,馬連,1,1-5,アージェント,ウインルピナス,△,×,12.94
20260503_TOKYO_08,馬連,2,5-7,ウインルピナス,コンテネレッツァ (新馬),×,×,6.35
20260503_TOKYO_08,馬連,3,1-7,アージェント,コンテネレッツァ (新馬),△,×,6.15
20260503_TOKYO_08,馬連,4,5-8,ウインルピナス,ダノンブギ,×,△,5.98
20260503_TOKYO_08,馬連,5,1-8,アージェント,ダノンブギ,△,△,5.79
20260503_TOKYO_08,馬連,6,3-5,ウィンターベル,ウインルピナス,◎,×,5.04
20260503_TOKYO_08,馬連,7,4-5,ダノンエンブレム,ウインルピナス,○,×,5.04
20260503_TOKYO_08,馬連,8,1-3,アージェント,ウィンターベル,△,◎,4.87
20260503_TOKYO_08,馬連,9,1-4,アージェント,ダノンエンブレム,△,○,4.87
20260503_TOKYO_08,馬連,10,5-6,ウインルピナス,ホークマン,×,×,3.13
20260503_TOKYO_08,ワイド,1,3-4,ウィンターベル,ダノンエンブレム,◎,○,36.6
20260503_TOKYO_08,ワイド,2,2-3,コムユンプリュム,ウィンターベル,▲,◎,32.76
20260503_TOKYO_08,ワイド,3,1-5,アージェント,ウインルピナス,△,×,32.35
20260503_TOKYO_08,ワイド,4,2-4,コムユンプリュム,ダノンエンブレム,▲,○,29.73
20260503_TOKYO_08,ワイド,5,3-8,ウィンターベル,ダノンブギ,◎,△,23.61
20260503_TOKYO_08,ワイド,6,4-8,ダノンエンブレム,ダノンブギ,○,△,21.43
20260503_TOKYO_08,ワイド,7,2-8,コムユンプリュム,ダノンブギ,▲,△,19.18
20260503_TOKYO_08,ワイド,8,5-7,ウインルピナス,コンテネレッツァ (新馬),×,×,15.88
20260503_TOKYO_08,ワイド,9,1-7,アージェント,コンテネレッツァ (新馬),△,×,15.37
20260503_TOKYO_08,ワイド,10,5-8,ウインルピナス,ダノンブギ,×,△,14.96
20260503_TOKYO_09,馬連,1,3-5,マイネルトルファン,アスクセクシーモア,◎,×,3.32
20260503_TOKYO_09,馬連,2,3-15,マイネルトルファン,ログラール,◎,○,3.08
20260503_TOKYO_09,馬連,3,5-15,アスクセクシーモア,ログラール,×,○,2.71
20260503_TOKYO_09,馬連,4,3-11,マイネルトルファン,ヴァリディシームス,◎,×,2.26
20260503_TOKYO_09,馬連,5,3-10,マイネルトルファン,キングノジョー,◎,△,2.08
20260503_TOKYO_09,馬連,6,3-8,マイネルトルファン,ミッキーゴールド,◎,×,2.01
20260503_TOKYO_09,馬連,7,5-11,アスクセクシーモア,ヴァリディシームス,×,×,1.98
20260503_TOKYO_09,馬連,8,3-12,マイネルトルファン,ホウオウアートマン,◎,▲,1.9
20260503_TOKYO_09,馬連,9,11-15,ヴァリディシームス,ログラール,×,○,1.84
20260503_TOKYO_09,馬連,10,5-10,アスクセクシーモア,キングノジョー,×,△,1.83
20260503_TOKYO_09,ワイド,1,3-15,マイネルトルファン,ログラール,◎,○,16.57
20260503_TOKYO_09,ワイド,2,12-15,ホウオウアートマン,ログラール,▲,○,16.24
20260503_TOKYO_09,ワイド,3,3-12,マイネルトルファン,ホウオウアートマン,◎,▲,16.15
20260503_TOKYO_09,ワイド,4,4-15,フクノブルーレイク,ログラール,△,○,12.97
20260503_TOKYO_09,ワイド,5,3-4,マイネルトルファン,フクノブルーレイク,◎,△,12.9
20260503_TOKYO_09,ワイド,6,4-12,フクノブルーレイク,ホウオウアートマン,△,▲,12.65
20260503_TOKYO_09,ワイド,7,10-15,キングノジョー,ログラール,△,○,9.81
20260503_TOKYO_09,ワイド,8,3-10,マイネルトルファン,キングノジョー,◎,△,9.76
20260503_TOKYO_09,ワイド,9,10-12,キングノジョー,ホウオウアートマン,△,▲,9.57
20260503_TOKYO_09,ワイド,10,15-17,ログラール,ユキワリザクラ,○,×,8.44
20260503_TOKYO_10,馬連,1,2-14,メイショウズイウン,タイトニット,◎,×,17.23
20260503_TOKYO_10,馬連,2,2-5,メイショウズイウン,ゼットリアン,◎,○,14.79
20260503_TOKYO_10,馬連,3,2-8,メイショウズイウン,クールミラボー,◎,×,14.59
20260503_TOKYO_10,馬連,4,2-9,メイショウズイウン,ハギノサステナブル,◎,▲,7.5
20260503_TOKYO_10,馬連,5,2-16,メイショウズイウン,キョウキランプ (新馬),◎,×,3.52
20260503_TOKYO_10,馬連,6,2-15,メイショウズイウン,レッドプロフェシー,◎,△,3.17
20260503_TOKYO_10,馬連,7,5-14,ゼットリアン,タイトニット,○,×,2.97
20260503_TOKYO_10,馬連,8,8-14,クールミラボー,タイトニット,×,×,2.93
20260503_TOKYO_10,馬連,9,2-12,メイショウズイウン,リアレスト,◎,×,2.82
20260503_TOKYO_10,馬連,10,5-8,ゼットリアン,クールミラボー,○,×,2.51
20260503_TOKYO_10,ワイド,1,2-14,メイショウズイウン,タイトニット,◎,×,43.06
20260503_TOKYO_10,ワイド,2,2-5,メイショウズイウン,ゼットリアン,◎,○,36.98
20260503_TOKYO_10,ワイド,3,2-8,メイショウズイウン,クールミラボー,◎,×,36.47
20260503_TOKYO_10,ワイド,4,2-9,メイショウズイウン,ハギノサステナブル,◎,▲,31.77
20260503_TOKYO_10,ワイド,5,5-9,ゼットリアン,ハギノサステナブル,○,▲,28.52
20260503_TOKYO_10,ワイド,6,2-15,メイショウズイウン,レッドプロフェシー,◎,△,15.41
20260503_TOKYO_10,ワイド,7,5-15,ゼットリアン,レッドプロフェシー,○,△,13.83
20260503_TOKYO_10,ワイド,8,9-15,ハギノサステナブル,レッドプロフェシー,▲,△,13.39
20260503_TOKYO_10,ワイド,9,2-6,メイショウズイウン,ピカピカサンダー,◎,△,10.93
20260503_TOKYO_10,ワイド,10,5-6,ゼットリアン,ピカピカサンダー,○,△,9.81
20260503_TOKYO_11,馬連,1,10-11,エーデルゼーレ,オルフセン,×,◎,12.15
20260503_TOKYO_11,馬連,2,8-11,ボンドマティーニ,オルフセン,○,◎,7.84
20260503_TOKYO_11,馬連,3,7-11,ヴィサージュ,オルフセン,▲,◎,6.97
20260503_TOKYO_11,馬連,4,4-11,ヘイジュード,オルフセン,△,◎,6.1
20260503_TOKYO_11,馬連,5,3-11,トーセンブリラーレ,オルフセン,×,◎,5.3
20260503_TOKYO_11,馬連,6,6-11,マイネルクオリア (新馬),オルフセン,×,◎,4.28
20260503_TOKYO_11,馬連,7,11-13,オルフセン,ジャスティンシカゴ,◎,×,3.93
20260503_TOKYO_11,馬連,8,5-11,ウィロークリーク,オルフセン,×,◎,2.82
20260503_TOKYO_11,馬連,9,11-15,オルフセン,ショウグンマサムネ,◎,×,2.71
20260503_TOKYO_11,馬連,10,8-10,ボンドマティーニ,エーデルゼーレ,○,×,2.58
20260503_TOKYO_11,ワイド,1,10-11,エーデルゼーレ,オルフセン,×,◎,30.37
20260503_TOKYO_11,ワイド,2,8-11,ボンドマティーニ,オルフセン,○,◎,22.95
20260503_TOKYO_11,ワイド,3,7-11,ヴィサージュ,オルフセン,▲,◎,17.41
20260503_TOKYO_11,ワイド,4,4-11,ヘイジュード,オルフセン,△,◎,15.25
20260503_TOKYO_11,ワイド,5,7-8,ヴィサージュ,ボンドマティーニ,▲,○,13.95
20260503_TOKYO_11,ワイド,6,3-11,トーセンブリラーレ,オルフセン,×,◎,13.25
20260503_TOKYO_11,ワイド,7,4-8,ヘイジュード,ボンドマティーニ,△,○,13.14
20260503_TOKYO_11,ワイド,8,2-8,レッドラージャ,ボンドマティーニ,△,○,12.64
20260503_TOKYO_11,ワイド,9,2-11,レッドラージャ,オルフセン,△,◎,11.4
20260503_TOKYO_11,ワイド,10,8-10,ボンドマティーニ,エーデルゼーレ,○,×,10.69
20260503_TOKYO_12,馬連,1,5-6,エイプリルインパリ,ルーフオブヘヴン,△,◎,13.27
20260503_TOKYO_12,馬連,2,6-9,ルーフオブヘヴン,レッドレナート,◎,○,8.14
20260503_TOKYO_12,馬連,3,5-9,エイプリルインパリ,レッドレナート,△,○,7.62
20260503_TOKYO_12,馬連,4,6-8,ルーフオブヘヴン,フォーワンセルフ,◎,×,5.04
20260503_TOKYO_12,馬連,5,5-8,エイプリルインパリ,フォーワンセルフ,△,×,4.72
20260503_TOKYO_12,馬連,6,6-13,ルーフオブヘヴン,アイアムイチバン,◎,×,3.51
20260503_TOKYO_12,馬連,7,5-13,エイプリルインパリ,アイアムイチバン,△,×,3.28
20260503_TOKYO_12,馬連,8,6-11,ルーフオブヘヴン,タマモヴェナトル,◎,×,3.12
20260503_TOKYO_12,馬連,9,4-6,ベンダバール,ルーフオブヘヴン,▲,◎,3.03
20260503_TOKYO_12,馬連,10,5-11,エイプリルインパリ,タマモヴェナトル,△,×,2.92
20260503_TOKYO_12,ワイド,1,5-6,エイプリルインパリ,ルーフオブヘヴン,△,◎,33.18
20260503_TOKYO_12,ワイド,2,4-9,ベンダバール,レッドレナート,▲,○,29.57
20260503_TOKYO_12,ワイド,3,5-9,エイプリルインパリ,レッドレナート,△,○,27.81
20260503_TOKYO_12,ワイド,4,6-9,ルーフオブヘヴン,レッドレナート,◎,○,27.44
20260503_TOKYO_12,ワイド,5,4-5,ベンダバール,エイプリルインパリ,▲,△,26.0
20260503_TOKYO_12,ワイド,6,4-6,ベンダバール,ルーフオブヘヴン,▲,◎,25.65
20260503_TOKYO_12,ワイド,7,9-12,レッドレナート,シルフズミスチーフ,○,△,18.47
20260503_TOKYO_12,ワイド,8,4-12,ベンダバール,シルフズミスチーフ,▲,△,17.26
20260503_TOKYO_12,ワイド,9,5-12,エイプリルインパリ,シルフズミスチーフ,△,△,16.23
20260503_TOKYO_12,ワイド,10,6-12,ルーフオブヘヴン,シルフズミスチーフ,◎,△,16.02
