race_id,race_date,venue,race_no,race_name,win_rank,gate_no,horse_no,horse_name,jockey_name,signal,confidence_label,ability_score,win_prob,top2_prob,top3_prob
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,11.0,2,2,サヴォンリンナ,北村友一,様子見,D,29.6,0.0286,0.2061,0.2323
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,12.0,8,8,ハワイアンタイム,太宰啓介,様子見,D,29.09,0.0276,0.179,0.2401
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,13.0,10,10,ジョディーズマロン,横山典弘,様子見,D,30.21,0.0187,0.1502,0.2154
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,14.0,6,6,トーセンサウダージ,古川吉洋,様子見,D,25.61,0.0133,0.0788,0.1152
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,15.0,3,3,ルミノメテオール,岩田康誠,様子見,D,29.16,0.0118,0.1544,0.192
20260405_HANSHIN_12,2026-04-05,阪神,12,天満橋Ｓ･3勝,16.0,1,1,ジャスパーバローズ,吉村誠之,様子見,D,23.6,0.0084,0.0803,0.0803
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,1.0,1,1,ギンケイ,荻野極,軸,S,75.11,0.1846,0.8894,0.8963
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,2.0,7,7,キタノエピックアン,上里直汰,複勝圏,A,66.65,0.1683,0.8442,0.8547
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,3.0,8,8,タイセイルビー,三浦皇成,能力注,C,53.43,0.1285,0.6659,0.708
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,4.0,11,11,エフハリスト,横山和生,様子見,C,47.47,0.1228,0.5948,0.6161
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,5.0,6,6,ミアルーチェ,横山武史,様子見,D,43.01,0.0937,0.4793,0.5437
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,6.0,5,5,サクラボーベル,丸山元気,様子見,D,36.19,0.0622,0.363,0.4169
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,7.0,4,4,サーロー,菊沢一樹,様子見,D,38.04,0.0614,0.3404,0.4279
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,8.0,2,2,ゴールドビリーヴ,田辺裕信,様子見,D,33.74,0.0435,0.2955,0.318
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,9.0,13,13,ゼフィリア,木幡巧也,様子見,D,31.61,0.0267,0.2178,0.2565
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,10.0,9,9,フライスカイハイ,舟山瑠泉,様子見,D,30.19,0.0257,0.1885,0.2556
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,11.0,10,10,スターキャンディ,小林脩斗,様子見,D,29.15,0.0251,0.1482,0.1998
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,12.0,16,16,プレシャスフェザー,遠藤汰月,様子見,D,28.96,0.0196,0.1384,0.1659
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,13.0,15,15,トルマリンテソーロ,野中悠太,様子見,D,25.6,0.0146,0.0939,0.1255
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,14.0,3,3,デコニミカヅキ,水沼元輝,様子見,D,24.29,0.0102,0.1317,0.1536
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,15.0,12,12,カフェオリーブ,長浜鴻緒,様子見,D,25.13,0.0089,0.1536,0.1781
20260405_NAKAYAMA_01,2026-04-05,中山,1,未勝利・牝,16.0,14,14,トラストレガート,吉田豊,様子見,D,27.46,0.0042,0.1396,0.1396
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,1.0,14,14,ラインジーク,横山和生,軸,S,75.15,0.2074,0.897,0.9092
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,2.0,15,15,ミスタートントン,三浦皇成,複勝圏,B,59.74,0.165,0.7657,0.7917
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,3.0,13,13,ヘイスティハート,津村明秀,能力注,C,54.34,0.1507,0.6647,0.6991
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,4.0,11,11,グランマズドリーム,柴田善臣,様子見,C,48.75,0.1197,0.6044,0.6384
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,5.0,9,9,リゼクールグレー,長浜鴻緒,様子見,D,35.41,0.0785,0.4179,0.4179
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,6.0,5,5,キトゥンズシルバー,小林美駒,様子見,D,38.95,0.0687,0.3504,0.4464
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,7.0,4,4,キイチムーブメント,小林脩斗,様子見,D,36.54,0.0503,0.2483,0.3456
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,8.0,10,10,トゥモローズウェイ,菊沢一樹,様子見,D,33.22,0.0368,0.199,0.2671
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,9.0,16,16,ケイベエ,木幡巧也,様子見,D,30.38,0.0292,0.1987,0.2448
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,10.0,12,12,タイセイギガース,黛弘人,様子見,D,31.43,0.0251,0.184,0.2313
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,11.0,8,8,ヤマトスイフト,大野拓弥,様子見,D,28.13,0.0233,0.146,0.1732
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,12.0,6,6,コブラツイスト,佐々木大,様子見,D,27.54,0.0172,0.1069,0.1276
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,13.0,3,3,ハンナパール,吉田豊,様子見,D,30.11,0.013,0.1634,0.2032
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,14.0,2,2,グリュック,石神深道,様子見,D,25.92,0.0059,0.1056,0.1056
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,15.0,7,7,アイアンロッキー,木幡育也,様子見,D,22.78,0.0046,0.0336,0.05
20260405_NAKAYAMA_02,2026-04-05,中山,2,未勝利,15.0,1,1,チッタデラモーレ,佐藤翔馬,様子見,D,23.75,0.0046,0.03,0.05
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,1.0,7,7,ミスターキャンベラ,横山武史,軸,S,83.26,0.2683,0.9457,0.9532
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,2.0,4,4,モロノカガヤキ,津村明秀,複勝圏,B,58.56,0.2103,0.7494,0.7768
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,3.0,11,11,コスモラムバック,武藤雅,能力注,C,47.87,0.1501,0.5631,0.6168
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,4.0,8,8,カシノスパーク,石神深道,様子見,D,44.23,0.0871,0.3863,0.5447
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,5.0,13,13,ラッキーストーン,荻野極,様子見,D,36.59,0.0848,0.32,0.375
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,6.0,16,16,モズラストセール,木幡巧也,様子見,D,32.78,0.0401,0.2442,0.2576
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,7.0,5,5,ブルーアンビエンス,石田拓郎,様子見,D,33.97,0.0376,0.1964,0.2426
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,8.0,6,6,ヒャクレツケン,菊沢一樹,様子見,D,31.38,0.032,0.16,0.211
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,9.0,14,14,カンフーヒーロー,長浜鴻緒,様子見,D,29.72,0.0276,0.1606,0.1606
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,10.0,2,2,ブッチギレ,丹内祐次,様子見,D,31.44,0.0271,0.1379,0.1854
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,11.0,12,12,エルドラド,原田和真,様子見,D,27.07,0.0067,0.102,0.1207
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,12.0,3,3,ニケフェリーチェ,柴田大知,様子見,D,23.8,0.0057,0.03,0.05
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,12.0,9,9,サフール,小林脩斗,様子見,D,24.88,0.0057,0.0534,0.0607
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,12.0,1,1,ピクシーゲイル,木幡育也,様子見,D,24.52,0.0057,0.0445,0.05
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,12.0,10,10,パワポケグッド,小林凌大,様子見,D,23.73,0.0057,0.03,0.05
20260405_NAKAYAMA_03,2026-04-05,中山,3,未勝利,12.0,15,15,ダイユウアドバンス,佐藤翔馬,様子見,D,24.9,0.0057,0.0375,0.0528
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,1.0,12,12,シャンデルナゴル,中村将之,軸,S,86.2,0.22,0.9551,0.9568
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,2.0,9,9,ドーバーホーク,上野翔,様子見,B,52.7,0.144,0.6997,0.7272
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,3.0,4,4,グランナヴィール,水沼元輝,様子見,D,41.74,0.1298,0.6212,0.6212
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,4.0,11,11,エクロジャイト,小牧加矢,能力注,D,46.73,0.1084,0.6056,0.7056
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,5.0,3,3,ヴォンヌヴォー,五十嵐雄,様子見,D,39.02,0.0788,0.5412,0.5412
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,6.0,13,13,デスティネ,江田勇亮,様子見,D,41.7,0.073,0.5007,0.6125
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,7.0,5,5,エターナルシルバー,草野太郎,様子見,D,34.56,0.0698,0.4138,0.4519
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,8.0,10,10,クラウングスタフ,難波剛健,様子見,D,35.58,0.0482,0.3523,0.3696
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,9.0,6,6,リードアクトレス,小野寺祐,様子見,D,31.48,0.0415,0.4342,0.4342
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,10.0,7,7,アルデツヨシ,金子光希,様子見,D,33.34,0.0348,0.4178,0.4178
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,11.0,1,1,シュバルツガイスト,伴啓太,様子見,D,33.55,0.0258,0.3077,0.3077
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,12.0,8,8,アウルムレガリア,大江原圭,様子見,D,26.81,0.0165,0.196,0.2144
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,13.0,14,14,ホウオウスターツ,小林凌大,様子見,D,25.64,0.0047,0.0975,0.1013
20260405_NAKAYAMA_04,2026-04-05,中山,4,障害未勝利,13.0,2,2,オンクラウドナイン,石神深一,複勝圏,C,32.68,0.0047,0.97,0.98
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,1.0,14,14,エリュグレイス,横山武史,軸,S,70.9,0.1904,0.8678,0.8845
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,2.0,16,16,ショウナンサイオウ,三浦皇成,複勝圏,A,63.75,0.169,0.8104,0.8291
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,3.0,10,10,ファーザーアウェイ,田辺裕信,能力注,B,54.39,0.1469,0.6932,0.7154
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,4.0,11,11,コスモナエマ,津村明秀,様子見,D,47.32,0.1074,0.5615,0.615
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,5.0,7,7,タッカーヴァンバン,吉田豊,様子見,D,39.71,0.0822,0.3883,0.4458
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,6.0,15,15,マーゴットドライ,木幡巧也,様子見,D,39.53,0.074,0.4127,0.4324
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,7.0,12,12,ラインクインビー,武藤雅,様子見,D,39.22,0.061,0.2926,0.41
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,8.0,5,5,コスモアンタレス,柴田大知,様子見,D,33.61,0.0409,0.2432,0.2778
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,9.0,13,13,グレイスルーラー,丹内祐次,様子見,D,30.09,0.0254,0.1314,0.1635
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,10.0,1,1,ファインブライト,杉原誠人,様子見,D,29.05,0.0226,0.1663,0.1663
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,11.0,9,9,カドドゥディエ,遠藤汰月,様子見,D,34.67,0.0225,0.1806,0.3297
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,12.0,8,8,グランフルス,菊沢一樹,様子見,D,28.71,0.0222,0.0943,0.1369
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,13.0,2,2,ゴーントゥファー,横山琉人,様子見,D,24.36,0.0195,0.1058,0.1058
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,14.0,4,4,サンマルフォース,長浜鴻緒,様子見,D,25.27,0.0071,0.1291,0.1291
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,15.0,6,6,フクスケ,木幡育也,様子見,D,24.44,0.0044,0.0389,0.05
20260405_NAKAYAMA_05,2026-04-05,中山,5,未勝利,15.0,3,3,カキュウ,柴田善臣,様子見,D,23.14,0.0044,0.03,0.05
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,1.0,2,2,アレンスター,三浦皇成,軸,S,61.18,0.157,0.8116,0.8116
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,2.0,14,14,ガンダ,横山琉人,様子見,B,53.99,0.1302,0.675,0.7347
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,3.0,3,3,テンカムテキ,丹内祐次,能力注,B,55.24,0.1244,0.7056,0.74
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,4.0,13,13,マーゴットサンズ,菊沢一樹,様子見,C,47.11,0.1127,0.5994,0.6241
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,5.0,1,1,ウリズンベー,横山武史,様子見,D,40.69,0.0931,0.4896,0.5287
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,6.0,7,7,リヒトミューレ,小沢大仁,様子見,D,42.24,0.0904,0.5272,0.5622
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,7.0,6,6,ケイツーリーブル,津村明秀,様子見,D,36.35,0.0528,0.3589,0.3803
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,8.0,4,4,プレイメイカー,小林美駒,様子見,D,32.28,0.0447,0.3068,0.3068
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,9.0,16,16,ジェイエルモーダル,田辺裕信,様子見,D,32.7,0.0351,0.2654,0.2654
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,10.0,9,9,ピースサイン,佐々木大,様子見,D,28.27,0.0313,0.2174,0.2174
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,11.0,12,12,タイセイエムロード,石田拓郎,様子見,D,28.53,0.0302,0.1649,0.1951
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,12.0,11,11,エムノビアンカ,長浜鴻緒,様子見,D,29.33,0.0294,0.2611,0.2611
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,13.0,15,15,クイーンズドリーム,小崎綾也,様子見,D,29.97,0.0224,0.1673,0.1906
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,14.0,10,10,エクセルクラウン,横山和生,様子見,D,27.93,0.0217,0.16,0.1754
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,15.0,8,8,ジオストラテジー,木幡巧也,様子見,D,26.88,0.0209,0.1605,0.1829
20260405_NAKAYAMA_06,2026-04-05,中山,6,１勝ｸﾗｽ*,16.0,5,5,ライフイズ,石橋脩,様子見,D,24.48,0.0038,0.03,0.05
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,1.0,4,4,ニルマーネル,吉田豊,軸,S,57.83,0.1331,0.6474,0.7277
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,2.0,10,10,ファインサマーデイ,横山武史,複勝圏,A,54.93,0.1313,0.7078,0.7267
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,3.0,1,1,ベレーバスク,丹内祐次,能力注,B,51.98,0.1156,0.6678,0.6894
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,4.0,5,5,ハッピーラッキー,田辺裕信,様子見,B,50.47,0.1136,0.6392,0.6691
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,5.0,9,9,ラヴノー,津村明秀,様子見,C,45.22,0.0943,0.5974,0.5974
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,6.0,11,11,ガラベイヤ,丸山元気,様子見,C,44.72,0.0927,0.5122,0.5683
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,7.0,14,14,マウンテンバローズ,石橋脩,様子見,C,40.84,0.0846,0.4748,0.5037
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,8.0,8,8,ゼファーテソーロ,原優介,様子見,D,42.07,0.0764,0.444,0.5198
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,9.0,7,7,クラディスティーナ,荻野極,様子見,D,34.93,0.0464,0.3079,0.3859
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,10.0,3,3,シーグルロス,佐藤翔馬,様子見,D,31.32,0.039,0.2143,0.2584
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,11.0,6,6,ヤマメライズ,佐々木大,様子見,D,30.25,0.0301,0.2148,0.2545
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,12.0,12,12,フェーダーローター,石神深道,様子見,D,30.04,0.0275,0.2399,0.262
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,13.0,13,13,セイウンアインス,武藤雅,様子見,D,27.04,0.0084,0.0691,0.0888
20260405_NAKAYAMA_07,2026-04-05,中山,7,１勝ｸﾗｽ*,14.0,2,2,トリスティ,谷原柚希,様子見,D,26.47,0.0068,0.0886,0.0952
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,1.0,4,4,リッキースタイル,荻野極,軸,S,57.06,0.1383,0.7456,0.7723
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,2.0,6,6,トモジャシーマ,津村明秀,様子見,A,56.74,0.1344,0.7115,0.7369
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,3.0,12,12,エコロカディス,杉原誠人,能力注,A,57.21,0.1317,0.7146,0.7447
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,4.0,9,9,パシーヴ,三浦皇成,様子見,B,51.92,0.1209,0.6779,0.6913
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,5.0,1,1,ペイシャアーサー,丹内祐次,様子見,C,41.82,0.1033,0.5494,0.559
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,6.0,15,15,ガンバレベアー,松岡正海,様子見,C,42.86,0.0943,0.5419,0.5763
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,7.0,16,16,キョウエイスレーヴ,長浜鴻緒,様子見,C,47.23,0.0931,0.6194,0.6387
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,8.0,5,5,イノキ,丸山元気,様子見,D,36.19,0.0528,0.3261,0.3749
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,9.0,7,7,バスターコール,原優介,様子見,D,34.01,0.0476,0.2716,0.2839
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,10.0,2,2,アルナイル,佐々木大,様子見,D,28.37,0.021,0.1504,0.1997
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,11.0,10,10,セイウンビッグバン,原田和真,様子見,D,30.74,0.0162,0.1962,0.2497
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,12.0,14,14,ジャーニーメモリー,菊沢一樹,様子見,D,25.21,0.012,0.068,0.1413
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,13.0,13,13,シルバードン,石橋脩,様子見,D,28.51,0.0102,0.142,0.194
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,14.0,3,3,ウインドファルクス,舟山瑠泉,様子見,D,26.87,0.01,0.0956,0.1133
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,15.0,11,11,キングクレオール,大野拓弥,様子見,D,26.45,0.0081,0.0672,0.1003
20260405_NAKAYAMA_08,2026-04-05,中山,8,１勝ｸﾗｽ,16.0,8,8,アイスブレイカー,江田照男,様子見,D,25.57,0.0062,0.0648,0.0773
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,1.0,1,1,オストラヴァ,津村明秀,軸,S,76.7,0.1912,0.8989,0.9076
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,2.0,7,7,イクリール,原優介,複勝圏,A,67.58,0.1745,0.8528,0.8633
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,3.0,3,3,カーミングライツ,横山和生,能力注,C,56.45,0.144,0.6945,0.7602
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,4.0,6,6,タッチアンドムーブ,荻野極,様子見,D,50.23,0.1239,0.5788,0.6328
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,5.0,5,5,リギーロ,佐々木大,様子見,D,50.03,0.1122,0.5528,0.6525
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,6.0,8,8,ダイシンアポロン,丹内祐次,様子見,D,50.08,0.1074,0.5918,0.6418
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,7.0,4,4,ロールザダイス,横山武史,様子見,D,43.66,0.0828,0.4656,0.5476
20260405_NAKAYAMA_09,2026-04-05,中山,9,安房特別･2勝,8.0,2,2,レイデラルース,杉原誠人,様子見,D,38.72,0.0641,0.3747,0.409
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,1.0,8,8,デルアヴァー,荻野極,軸,S,64.97,0.146,0.8152,0.8315
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,2.0,16,16,メリークリスマス,三浦皇成,複勝圏,A,63.25,0.1457,0.8162,0.8207
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,3.0,7,7,ウィンドフォール,石橋脩,能力注,B,49.23,0.1193,0.6739,0.6739
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,4.0,6,6,タイセイミッション,黛弘人,様子見,C,46.16,0.1023,0.5782,0.6428
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,5.0,14,14,タンゴバイラリン,菊沢一樹,様子見,D,41.35,0.0918,0.4938,0.5548
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,6.0,12,12,ラオラシオン,横山琉人,様子見,D,40.29,0.072,0.4576,0.506
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,7.0,13,13,ペイシャモノノフ,佐々木大,様子見,D,38.12,0.0604,0.4268,0.4268
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,8.0,1,1,グレイテストソング,国分恭介,様子見,D,37.01,0.0579,0.4104,0.4356
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,9.0,11,11,シゲルソロソロ,丹内祐次,様子見,D,35.62,0.0496,0.3098,0.3424
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,10.0,4,4,クロースコンバット,原優介,様子見,D,33.85,0.0488,0.2683,0.2906
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,11.0,3,3,レッドラパルマ,柴田善臣,様子見,D,28.97,0.0288,0.1815,0.2019
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,12.0,2,2,ラテラルシンキング,石川裕紀,様子見,D,27.78,0.024,0.1966,0.2009
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,13.0,9,9,メイショウフジ,大野拓弥,様子見,D,28.99,0.0228,0.18,0.2158
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,14.0,15,15,トルーマンテソーロ,木幡巧也,様子見,D,26.25,0.0128,0.1478,0.1478
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,15.0,10,10,オレデイイノカ,松岡正海,様子見,D,25.65,0.0113,0.1162,0.1421
20260405_NAKAYAMA_10,2026-04-05,中山,10,アリエＨ･3勝,16.0,5,5,バリアントバイオ,小沢大仁,様子見,D,24.1,0.0067,0.0623,0.0724
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,1.0,4,4,ヤマニンアドホック,石川裕紀,軸,S,61.66,0.1329,0.8193,0.8241
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,2.0,14,14,ジュタ,横山武史,複勝圏,A,52.54,0.1182,0.7123,0.7123
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,3.0,8,8,クルミナーレ,荻野極,能力注,B,49.32,0.1133,0.6878,0.6878
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,4.0,7,7,フレーヴァード,横山和生,様子見,C,45.08,0.0907,0.5787,0.5837
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,5.0,1,1,シャドウメテオ,丹内祐次,様子見,C,45.47,0.0877,0.562,0.6042
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,6.0,6,6,フクノブルーレイク,松岡正海,様子見,D,43.21,0.0782,0.5103,0.5389
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,7.0,5,5,スパークリシャール,柴田善臣,様子見,D,39.04,0.0701,0.4239,0.4452
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,8.0,10,10,タイキラフター,大野拓弥,様子見,D,38.74,0.0669,0.4151,0.4327
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,9.0,11,11,ダンツファイター,佐々木大,様子見,D,34.02,0.0656,0.4056,0.4056
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,10.0,3,3,ドゥカート,津村明秀,様子見,D,35.03,0.0511,0.3967,0.3967
20260405_NAKAYAMA_11,2026-04-05,中山,11,美浦Ｓ･3勝,11.0,12,12,ホウオウスーペリア,横山琉人,様子見,D,36.46,0.0465,0.3736,0.3871
